gene_key	entrez_gene_id	go_terms	go_bp	go_mf	go_cc
944821	944821	GO:0000166;GO:0005515;GO:0005524;GO:0005737;GO:0005886;GO:0006605;GO:0006612;GO:0006886;GO:0008270;GO:0008564;GO:0009306;GO:0009898;GO:0015031;GO:0016020;GO:0017038;GO:0031522;GO:0042802;GO:0043021;GO:0043022;GO:0043952;GO:0046872;GO:0065002;GO:0070678	GO:0006605;GO:0006612;GO:0006886;GO:0009306;GO:0015031;GO:0017038;GO:0043952;GO:0065002	GO:0000166;GO:0005515;GO:0005524;GO:0008270;GO:0008564;GO:0042802;GO:0043021;GO:0043022;GO:0046872;GO:0070678	GO:0005737;GO:0005886;GO:0009898;GO:0016020;GO:0031522
944824	944824	GO:0000287;GO:0005515;GO:0006203;GO:0006260;GO:0006281;GO:0006289;GO:0006974;GO:0008413;GO:0016787;GO:0030145;GO:0035539;GO:0044715;GO:0044716;GO:0046067;GO:0046872;GO:0047693	GO:0006203;GO:0006260;GO:0006281;GO:0006289;GO:0006974;GO:0046067	GO:0000287;GO:0005515;GO:0008413;GO:0016787;GO:0030145;GO:0035539;GO:0044715;GO:0044716;GO:0046872;GO:0047693	
945630	945630	GO:0005515;GO:0006355;GO:0008270;GO:0008657;GO:0046872	GO:0006355	GO:0005515;GO:0008270;GO:0008657;GO:0046872	
944873	944873	GO:0000917;GO:0005515;GO:0005737;GO:0005829;GO:0032153;GO:0042802;GO:0042803;GO:0043093;GO:0051301;GO:0090529	GO:0000917;GO:0043093;GO:0051301;GO:0090529	GO:0005515;GO:0042802;GO:0042803	GO:0005737;GO:0005829;GO:0032153
949060	949060	GO:0000166;GO:0004140;GO:0005524;GO:0005737;GO:0015937;GO:0016301;GO:0016740	GO:0015937	GO:0000166;GO:0004140;GO:0005524;GO:0016301;GO:0016740	GO:0005737
38094935	38094935				
948986	948986	GO:0003824;GO:0003920;GO:0005515;GO:0005737;GO:0005829;GO:0006163;GO:0009117;GO:0015951;GO:0016491;GO:0032264;GO:0042802;GO:0046872;GO:1902560	GO:0006163;GO:0009117;GO:0015951;GO:0032264	GO:0003824;GO:0003920;GO:0005515;GO:0016491;GO:0042802;GO:0046872	GO:0005737;GO:0005829;GO:1902560
945806	945806	GO:0005886;GO:0009306;GO:0015628;GO:0016020	GO:0009306;GO:0015628		GO:0005886;GO:0016020
947481	947481	GO:0000166;GO:0005524;GO:0005886;GO:0016887		GO:0000166;GO:0005524;GO:0016887	GO:0005886
945817	945817	GO:0009289;GO:0016020;GO:0043107;GO:0044096	GO:0043107		GO:0009289;GO:0016020;GO:0044096
948869	948869	GO:0004514;GO:0005737;GO:0005829;GO:0009435;GO:0016740;GO:0016757;GO:0016763;GO:0019363;GO:0034213;GO:0034628	GO:0009435;GO:0019363;GO:0034213;GO:0034628	GO:0004514;GO:0016740;GO:0016757;GO:0016763	GO:0005737;GO:0005829
948877	948877	GO:0005737;GO:0008745;GO:0009253;GO:0009254;GO:0009392;GO:0016787;GO:0016810;GO:0046872;GO:0071555	GO:0009253;GO:0009254;GO:0071555	GO:0008745;GO:0009392;GO:0016787;GO:0016810;GO:0046872	GO:0005737
946678	946678	GO:0005886;GO:0046677	GO:0046677		GO:0005886
946018	946018	GO:0005302;GO:0005886;GO:0006865;GO:0015192;GO:0015196;GO:0015823;GO:0015827;GO:0015828;GO:0016020;GO:0022857;GO:0055085	GO:0006865;GO:0015823;GO:0015827;GO:0015828;GO:0055085	GO:0005302;GO:0015192;GO:0015196;GO:0022857	GO:0005886;GO:0016020
944827	944827	GO:0000987;GO:0003677;GO:0003700;GO:0006355;GO:0045892;GO:0045893	GO:0006355;GO:0045892;GO:0045893	GO:0000987;GO:0003677;GO:0003700	
944834	944834	GO:0000287;GO:0004739;GO:0005515;GO:0005829;GO:0016020;GO:0016491;GO:0030976;GO:0036094;GO:0042802;GO:0042803;GO:0042867;GO:0045254;GO:0046872;GO:0060090	GO:0042867	GO:0000287;GO:0004739;GO:0005515;GO:0016491;GO:0030976;GO:0036094;GO:0042802;GO:0042803;GO:0046872;GO:0060090	GO:0005829;GO:0016020;GO:0045254
944794	944794	GO:0004742;GO:0005515;GO:0005737;GO:0006086;GO:0016740;GO:0016746;GO:0031405;GO:0042867;GO:0045254;GO:0097532	GO:0006086;GO:0042867;GO:0097532	GO:0004742;GO:0005515;GO:0016740;GO:0016746;GO:0031405	GO:0005737;GO:0045254
944854	944854	GO:0004148;GO:0005515;GO:0005737;GO:0005829;GO:0005886;GO:0005960;GO:0006099;GO:0006103;GO:0006730;GO:0006979;GO:0008270;GO:0015036;GO:0016020;GO:0016491;GO:0016668;GO:0019464;GO:0042802;GO:0042867;GO:0045252;GO:0045254;GO:0050660	GO:0006099;GO:0006103;GO:0006730;GO:0006979;GO:0019464;GO:0042867	GO:0004148;GO:0005515;GO:0008270;GO:0015036;GO:0016491;GO:0016668;GO:0042802;GO:0050660	GO:0005737;GO:0005829;GO:0005886;GO:0005960;GO:0016020;GO:0045252;GO:0045254
944868	944868				
944864	944864	GO:0003723;GO:0003729;GO:0003730;GO:0003994;GO:0005515;GO:0005829;GO:0006097;GO:0006099;GO:0006417;GO:0016829;GO:0019629;GO:0046872;GO:0047456;GO:0051536;GO:0051539	GO:0006097;GO:0006099;GO:0006417;GO:0019629	GO:0003723;GO:0003729;GO:0003730;GO:0003994;GO:0005515;GO:0016829;GO:0046872;GO:0047456;GO:0051536;GO:0051539	GO:0005829
944809	944809	GO:0005515		GO:0005515	
947719	947719	GO:0000287;GO:0003824;GO:0004014;GO:0005829;GO:0006596;GO:0008295;GO:0016829;GO:0016831;GO:0097264	GO:0006596;GO:0008295;GO:0097264	GO:0000287;GO:0003824;GO:0004014;GO:0016829;GO:0016831	GO:0005829
947726	947726	GO:0003824;GO:0004766;GO:0005737;GO:0005829;GO:0006596;GO:0008295;GO:0010487;GO:0016740;GO:0016768;GO:0042803;GO:0043918	GO:0006596;GO:0008295	GO:0003824;GO:0004766;GO:0010487;GO:0016740;GO:0016768;GO:0042803;GO:0043918	GO:0005737;GO:0005829
948472	948472				
947736	947736	GO:0004322;GO:0005507;GO:0010273;GO:0016491;GO:0016682;GO:0016722;GO:0016724;GO:0030288;GO:0042597;GO:0046688;GO:0046872	GO:0010273;GO:0046688	GO:0004322;GO:0005507;GO:0016491;GO:0016682;GO:0016722;GO:0016724;GO:0046872	GO:0030288;GO:0042597
944830	944830	GO:0000287;GO:0005515;GO:0005886;GO:0008876;GO:0016020;GO:0016491;GO:0016614;GO:0019595;GO:0030288;GO:0048038;GO:0048039;GO:0070968	GO:0019595	GO:0000287;GO:0005515;GO:0008876;GO:0016491;GO:0016614;GO:0048038;GO:0048039;GO:0070968	GO:0005886;GO:0016020;GO:0030288
946624	946624	GO:0000166;GO:0000287;GO:0004422;GO:0005737;GO:0005829;GO:0006166;GO:0006177;GO:0006178;GO:0006188;GO:0016740;GO:0016757;GO:0032263;GO:0032264;GO:0032991;GO:0042802;GO:0043101;GO:0046100;GO:0046872;GO:0051289;GO:0052657;GO:0097216	GO:0006166;GO:0006177;GO:0006178;GO:0006188;GO:0032263;GO:0032264;GO:0043101;GO:0046100;GO:0051289	GO:0000166;GO:0000287;GO:0004422;GO:0016740;GO:0016757;GO:0042802;GO:0046872;GO:0052657;GO:0097216	GO:0005737;GO:0005829;GO:0032991
944832	944832	GO:0004089;GO:0005515;GO:0005829;GO:0008270;GO:0015976;GO:0016829;GO:0042802;GO:0046872;GO:0051289	GO:0015976;GO:0051289	GO:0004089;GO:0005515;GO:0008270;GO:0016829;GO:0042802;GO:0046872	GO:0005829
944833	944833	GO:0000166;GO:0005515;GO:0005524;GO:0005886;GO:0010165;GO:0016887	GO:0010165	GO:0000166;GO:0005515;GO:0005524;GO:0016887	GO:0005886
944836	944836	GO:0005886;GO:0016020;GO:0043190;GO:0055085;GO:0140359	GO:0055085	GO:0140359	GO:0005886;GO:0016020;GO:0043190
947397	947397	GO:0005737;GO:0008982;GO:0009401;GO:0016020;GO:0016301;GO:0016740;GO:1902495	GO:0009401	GO:0008982;GO:0016301;GO:0016740	GO:0005737;GO:0016020;GO:1902495
946536	946536	GO:0005975;GO:0016787;GO:0016810	GO:0005975	GO:0016787;GO:0016810	
945686	945686	GO:0004068;GO:0005737;GO:0005829;GO:0006523;GO:0015940;GO:0016540;GO:0016829;GO:0016831	GO:0006523;GO:0015940;GO:0016540	GO:0004068;GO:0016829;GO:0016831	GO:0005737;GO:0005829
944781	944781	GO:0004518;GO:0004519;GO:0006310;GO:0016787;GO:1990238	GO:0006310	GO:0004518;GO:0004519;GO:0016787;GO:1990238	
944958	944958	GO:0000166;GO:0003824;GO:0004592;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0015940;GO:0016874;GO:0042802;GO:0042803	GO:0015940	GO:0000166;GO:0003824;GO:0004592;GO:0005515;GO:0005524;GO:0016874;GO:0042802;GO:0042803	GO:0005737;GO:0005829
944839	944839	GO:0000287;GO:0003824;GO:0003864;GO:0005737;GO:0005829;GO:0015940;GO:0016020;GO:0016740;GO:0042802;GO:0046872	GO:0015940	GO:0000287;GO:0003824;GO:0003864;GO:0016740;GO:0042802;GO:0046872	GO:0005737;GO:0005829;GO:0016020
944837	944837	GO:0006974;GO:0007155;GO:0009289;GO:0043709;GO:0046677	GO:0006974;GO:0007155;GO:0043709;GO:0046677		GO:0009289
944835	944835	GO:0007155;GO:0009289;GO:0043709	GO:0007155;GO:0043709		GO:0009289
944829	944829	GO:0007155;GO:0009289;GO:0043709	GO:0007155;GO:0043709		GO:0009289
944828	944828	GO:0007155;GO:0009289;GO:0043709	GO:0007155;GO:0043709		GO:0009289
944819	944819	GO:0005515;GO:0007155;GO:0009279;GO:0009297;GO:0015473;GO:0016020;GO:0055085	GO:0007155;GO:0009297;GO:0055085	GO:0005515;GO:0015473	GO:0009279;GO:0016020
944859	944859	GO:0006457;GO:0007155;GO:0030288;GO:0042597;GO:0044183;GO:0071555	GO:0006457;GO:0007155;GO:0071555	GO:0044183	GO:0030288;GO:0042597
944841	944841	GO:0007155;GO:0009289;GO:0043709	GO:0007155;GO:0043709		GO:0009289
948792	948792	GO:0000166;GO:0000287;GO:0003848;GO:0005524;GO:0009396;GO:0016301;GO:0016740;GO:0046654;GO:0046656	GO:0009396;GO:0046654;GO:0046656	GO:0000166;GO:0000287;GO:0003848;GO:0005524;GO:0016301;GO:0016740	
947318	947318	GO:0000166;GO:0003723;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006276;GO:0006396;GO:0006397;GO:0008143;GO:0009451;GO:0016740;GO:0016779;GO:0042780;GO:0043633;GO:0071047;GO:0097748;GO:1990817	GO:0006276;GO:0006396;GO:0006397;GO:0009451;GO:0042780;GO:0043633;GO:0071047	GO:0000166;GO:0003723;GO:0005524;GO:0008143;GO:0016740;GO:0016779;GO:0097748;GO:1990817	GO:0005737;GO:0005829;GO:0005886
944846	944846	GO:0000166;GO:0002097;GO:0004812;GO:0004818;GO:0005524;GO:0005829;GO:0006400;GO:0006424;GO:0008270;GO:0016874;GO:0043039;GO:0046872	GO:0002097;GO:0006400;GO:0006424;GO:0043039	GO:0000166;GO:0004812;GO:0004818;GO:0005524;GO:0008270;GO:0016874;GO:0046872	GO:0005829
944850	944850	GO:0005737;GO:0005829;GO:0006302;GO:0006355;GO:0008270;GO:0010468;GO:0046872;GO:0097216	GO:0006302;GO:0006355;GO:0010468	GO:0008270;GO:0046872;GO:0097216	GO:0005737;GO:0005829
944855	944855	GO:0003677;GO:0005515;GO:0009891	GO:0009891	GO:0003677;GO:0005515	
944848	944848	GO:0004113;GO:0008081;GO:0008664;GO:0016787		GO:0004113;GO:0008081;GO:0008664;GO:0016787	
944845	944845	GO:0000166;GO:0003676;GO:0003724;GO:0003727;GO:0004386;GO:0005524;GO:0016787;GO:0016887;GO:0017111		GO:0000166;GO:0003676;GO:0003724;GO:0003727;GO:0004386;GO:0005524;GO:0016787;GO:0016887;GO:0017111	
944843	944843	GO:0008955;GO:0009252;GO:0030288	GO:0009252	GO:0008955	GO:0030288
944856	944856	GO:0005506;GO:0005515;GO:0006811;GO:0006826;GO:0006879;GO:0009279;GO:0015343;GO:0015344;GO:0015643;GO:0015891;GO:0016020;GO:0019904;GO:0033214;GO:0038023;GO:0044718;GO:0046790;GO:1902495	GO:0006811;GO:0006826;GO:0006879;GO:0015891;GO:0033214;GO:0044718	GO:0005506;GO:0005515;GO:0015343;GO:0015344;GO:0015643;GO:0019904;GO:0038023;GO:0046790	GO:0009279;GO:0016020;GO:1902495
945250	945250	GO:0000166;GO:0005524;GO:0005886;GO:0006811;GO:0006826;GO:0015091;GO:0015344;GO:0015625;GO:0015687;GO:0016887;GO:0043190;GO:0055052;GO:0071281;GO:0098711	GO:0006811;GO:0006826;GO:0015687;GO:0071281;GO:0098711	GO:0000166;GO:0005524;GO:0015091;GO:0015344;GO:0015625;GO:0016887	GO:0005886;GO:0043190;GO:0055052
947510	947510	GO:0005515;GO:0006811;GO:0006826;GO:0015687;GO:0030288;GO:0042597;GO:0055052;GO:0098711;GO:1901678	GO:0006811;GO:0006826;GO:0015687;GO:0098711;GO:1901678	GO:0005515	GO:0030288;GO:0042597;GO:0055052
946890	946890	GO:0005515;GO:0005886;GO:0006811;GO:0006826;GO:0015344;GO:0015687;GO:0016020;GO:0022857;GO:0033214;GO:0043190;GO:0055052;GO:0098711	GO:0006811;GO:0006826;GO:0015687;GO:0033214;GO:0098711	GO:0005515;GO:0015344;GO:0022857	GO:0005886;GO:0016020;GO:0043190;GO:0055052
946892	946892	GO:0005515;GO:0005737;GO:0005829;GO:0006779;GO:0006782;GO:0008483;GO:0016853;GO:0030170;GO:0033014;GO:0042286;GO:0042803	GO:0006779;GO:0006782;GO:0033014	GO:0005515;GO:0008483;GO:0016853;GO:0030170;GO:0042286;GO:0042803	GO:0005737;GO:0005829
63925623	63925623				
946715	946715	GO:0005247;GO:0005886;GO:0006811;GO:0006821;GO:0015108;GO:0015297;GO:0016020;GO:0042802;GO:0055085;GO:0062158;GO:1902476;GO:1902600;GO:1990451	GO:0006811;GO:0006821;GO:0055085;GO:1902476;GO:1902600;GO:1990451	GO:0005247;GO:0015108;GO:0015297;GO:0042802;GO:0062158	GO:0005886;GO:0016020
38094936	38094936				
944857	944857	GO:0005506;GO:0005515;GO:0005829;GO:0009060;GO:0009061;GO:0016226;GO:0046872;GO:0051536;GO:0051537;GO:0051539;GO:0051604	GO:0009060;GO:0009061;GO:0016226;GO:0051604	GO:0005506;GO:0005515;GO:0046872;GO:0051536;GO:0051537;GO:0051539	GO:0005829
949062	949062	GO:0005886			GO:0005886
947574	947574	GO:0005515;GO:0015889;GO:0016020;GO:0030288;GO:0031419;GO:0042597;GO:1990191	GO:0015889	GO:0005515;GO:0031419	GO:0016020;GO:0030288;GO:0042597;GO:1990191
948542	948542	GO:0003824;GO:0005737;GO:0005829;GO:0008652;GO:0008782;GO:0008930;GO:0009086;GO:0009116;GO:0009164;GO:0016787;GO:0019284;GO:0019509;GO:0042802;GO:0042803;GO:0046124;GO:0110052	GO:0008652;GO:0009086;GO:0009116;GO:0009164;GO:0019284;GO:0019509;GO:0046124;GO:0110052	GO:0003824;GO:0008782;GO:0008930;GO:0016787;GO:0042802;GO:0042803	GO:0005737;GO:0005829
947177	947177	GO:0000287;GO:0003697;GO:0003924;GO:0006203;GO:0008832;GO:0015949;GO:0016787;GO:0016793;GO:0030145;GO:0042802;GO:0043099;GO:0050897	GO:0006203;GO:0015949;GO:0043099	GO:0000287;GO:0003697;GO:0003924;GO:0008832;GO:0016787;GO:0016793;GO:0030145;GO:0042802;GO:0050897	
947139	947139	GO:0004252;GO:0005515;GO:0005886;GO:0006457;GO:0006508;GO:0006515;GO:0006979;GO:0008233;GO:0008236;GO:0009266;GO:0009408;GO:0016787;GO:0030288;GO:0042597;GO:0042802;GO:0051603	GO:0006457;GO:0006508;GO:0006515;GO:0006979;GO:0009266;GO:0009408;GO:0051603	GO:0004252;GO:0005515;GO:0008233;GO:0008236;GO:0016787;GO:0042802	GO:0005886;GO:0030288;GO:0042597
944860	944860	GO:0003700;GO:0045893	GO:0045893	GO:0003700	
947044	947044				
945002	945002	GO:0008081;GO:0008758;GO:0009245;GO:0016020;GO:0016787;GO:0046872	GO:0009245	GO:0008081;GO:0008758;GO:0016787;GO:0046872	GO:0016020
944862	944862	GO:0005737;GO:0005829;GO:0008652;GO:0008666;GO:0009085;GO:0009089;GO:0016740;GO:0016746;GO:0016747;GO:0016779;GO:0019877	GO:0008652;GO:0009085;GO:0009089;GO:0019877	GO:0008666;GO:0016740;GO:0016746;GO:0016747;GO:0016779	GO:0005737;GO:0005829
944863	944863	GO:0003824;GO:0005515;GO:0005829;GO:0006808;GO:0008081;GO:0008773;GO:0016740;GO:0016779;GO:0016787	GO:0006808	GO:0003824;GO:0005515;GO:0008081;GO:0008773;GO:0016740;GO:0016779;GO:0016787	GO:0005829
947882	947882	GO:0004177;GO:0004239;GO:0005506;GO:0005829;GO:0006508;GO:0008198;GO:0008233;GO:0016787;GO:0046872;GO:0070006	GO:0006508	GO:0004177;GO:0004239;GO:0005506;GO:0008198;GO:0008233;GO:0016787;GO:0046872;GO:0070006	GO:0005829
2847773	2847773				
947874	947874	GO:0000028;GO:0002181;GO:0003735;GO:0005515;GO:0005737;GO:0005840;GO:0006412;GO:0008270;GO:0015935;GO:0022627;GO:1990904	GO:0000028;GO:0002181;GO:0006412	GO:0003735;GO:0005515;GO:0008270	GO:0005737;GO:0005840;GO:0015935;GO:0022627;GO:1990904
944866	944866	GO:0003746;GO:0005085;GO:0005515;GO:0005737;GO:0005829;GO:0006412;GO:0006414;GO:0008270;GO:0016020;GO:0032045	GO:0006412;GO:0006414	GO:0003746;GO:0005085;GO:0005515;GO:0008270	GO:0005737;GO:0005829;GO:0016020;GO:0032045
944989	944989	GO:0000166;GO:0003824;GO:0005524;GO:0005737;GO:0005829;GO:0006221;GO:0006225;GO:0016301;GO:0016740;GO:0033862;GO:0042802;GO:0044210;GO:0046940	GO:0006221;GO:0006225;GO:0044210;GO:0046940	GO:0000166;GO:0003824;GO:0005524;GO:0016301;GO:0016740;GO:0033862;GO:0042802	GO:0005737;GO:0005829
946122	946122	GO:0002184;GO:0005515;GO:0005737;GO:0005829;GO:0006412;GO:0006415;GO:0043023	GO:0002184;GO:0006412;GO:0006415	GO:0005515;GO:0043023	GO:0005737;GO:0005829
945019	945019	GO:0008299;GO:0016491;GO:0019288;GO:0030145;GO:0030604;GO:0042802;GO:0046872;GO:0051484;GO:0070402;GO:1990065	GO:0008299;GO:0019288;GO:0051484	GO:0016491;GO:0030145;GO:0030604;GO:0042802;GO:0046872;GO:0070402	GO:1990065
71004552	71004552				
944874	944874	GO:0000287;GO:0004659;GO:0005737;GO:0005829;GO:0008360;GO:0008834;GO:0009252;GO:0016094;GO:0016740;GO:0016765;GO:0036094;GO:0042803;GO:0043164;GO:0045547;GO:0046872;GO:0051301;GO:0071555	GO:0008360;GO:0009252;GO:0016094;GO:0043164;GO:0051301;GO:0071555	GO:0000287;GO:0004659;GO:0008834;GO:0016740;GO:0016765;GO:0036094;GO:0042803;GO:0045547;GO:0046872	GO:0005737;GO:0005829
944876	944876	GO:0004605;GO:0005886;GO:0006629;GO:0008654;GO:0016020;GO:0016024;GO:0016740;GO:0016772;GO:0016779	GO:0006629;GO:0008654;GO:0016024	GO:0004605;GO:0016740;GO:0016772;GO:0016779	GO:0005886;GO:0016020
944871	944871	GO:0004175;GO:0004222;GO:0005886;GO:0006508;GO:0008233;GO:0008237;GO:0016020;GO:0016787;GO:0033554;GO:0036460;GO:0043856;GO:0045893;GO:0046872	GO:0006508;GO:0033554;GO:0036460;GO:0045893	GO:0004175;GO:0004222;GO:0008233;GO:0008237;GO:0016787;GO:0043856;GO:0046872	GO:0005886;GO:0016020
944870	944870	GO:0005515;GO:0007155;GO:0009279;GO:0016020;GO:0019867;GO:0043165;GO:0051087;GO:0051205;GO:0071709;GO:1990063	GO:0007155;GO:0043165;GO:0051205;GO:0071709	GO:0005515;GO:0051087	GO:0009279;GO:0016020;GO:0019867;GO:1990063
944861	944861	GO:0001530;GO:0005515;GO:0005829;GO:0006457;GO:0030288;GO:0042597;GO:0042802;GO:0043165;GO:0050821;GO:0051082;GO:0051604	GO:0006457;GO:0043165;GO:0050821;GO:0051604	GO:0001530;GO:0005515;GO:0042802;GO:0051082	GO:0005829;GO:0030288;GO:0042597
944882	944882	GO:0005515;GO:0005737;GO:0005829;GO:0006629;GO:0009245;GO:0016020;GO:0016410;GO:0016740;GO:0016746;GO:0016747;GO:0042802;GO:0046677;GO:0103118	GO:0006629;GO:0009245;GO:0046677	GO:0005515;GO:0016410;GO:0016740;GO:0016746;GO:0016747;GO:0042802;GO:0103118	GO:0005737;GO:0005829;GO:0016020
944888	944888	GO:0005737;GO:0006629;GO:0006633;GO:0009245;GO:0016020;GO:0016829;GO:0016836;GO:0019171;GO:0042802	GO:0006629;GO:0006633;GO:0009245	GO:0016829;GO:0016836;GO:0019171;GO:0042802	GO:0005737;GO:0016020
944849	944849	GO:0005737;GO:0005829;GO:0006629;GO:0008610;GO:0008780;GO:0009103;GO:0009245;GO:0016020;GO:0016740;GO:0016746;GO:0016747;GO:0042802	GO:0006629;GO:0008610;GO:0009103;GO:0009245	GO:0008780;GO:0016740;GO:0016746;GO:0016747;GO:0042802	GO:0005737;GO:0005829;GO:0016020
944838	944838	GO:0005515;GO:0005543;GO:0005737;GO:0006629;GO:0008915;GO:0009245;GO:0016740;GO:0016757;GO:0019897;GO:0031234;GO:0042802	GO:0006629;GO:0009245	GO:0005515;GO:0005543;GO:0008915;GO:0016740;GO:0016757;GO:0042802	GO:0005737;GO:0019897;GO:0031234
944852	944852	GO:0003676;GO:0003723;GO:0004518;GO:0004519;GO:0004523;GO:0005737;GO:0006298;GO:0006401;GO:0016787;GO:0030145;GO:0032299;GO:0043137;GO:0046872;GO:1990516	GO:0006298;GO:0006401;GO:0043137;GO:1990516	GO:0003676;GO:0003723;GO:0004518;GO:0004519;GO:0004523;GO:0016787;GO:0030145;GO:0046872	GO:0005737;GO:0032299
944877	944877	GO:0003676;GO:0003677;GO:0003824;GO:0003887;GO:0005515;GO:0005737;GO:0005829;GO:0006260;GO:0006261;GO:0006272;GO:0006273;GO:0008408;GO:0009360;GO:0016740;GO:0016779;GO:0030894;GO:0034061;GO:0044776;GO:0071897;GO:0140640	GO:0006260;GO:0006261;GO:0006272;GO:0006273;GO:0071897	GO:0003676;GO:0003677;GO:0003824;GO:0003887;GO:0005515;GO:0008408;GO:0016740;GO:0016779;GO:0034061;GO:0140640	GO:0005737;GO:0005829;GO:0009360;GO:0030894;GO:0044776
944895	944895	GO:0000166;GO:0003989;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006629;GO:0006631;GO:0006633;GO:0009317;GO:0009329;GO:0016740;GO:0016743;GO:0016874;GO:0042759;GO:0042802;GO:2001295	GO:0006629;GO:0006631;GO:0006633;GO:0042759;GO:2001295	GO:0000166;GO:0003989;GO:0005515;GO:0005524;GO:0016740;GO:0016743;GO:0016874;GO:0042802	GO:0005737;GO:0005829;GO:0009317;GO:0009329
944887	944887	GO:0003824;GO:0005515;GO:0005737;GO:0006520;GO:0006554;GO:0008923;GO:0016829;GO:0016831;GO:0042802	GO:0006520;GO:0006554	GO:0003824;GO:0005515;GO:0008923;GO:0016829;GO:0016831;GO:0042802	GO:0005737
944875	944875	GO:0046872		GO:0046872	
944889	944889	GO:0000166;GO:0002136;GO:0005524;GO:0005737;GO:0005829;GO:0006400;GO:0008033;GO:0016874;GO:0016879;GO:0032267;GO:0042802	GO:0002136;GO:0006400;GO:0008033	GO:0000166;GO:0005524;GO:0016874;GO:0016879;GO:0032267;GO:0042802	GO:0005737;GO:0005829
944891	944891	GO:0005515;GO:0031554;GO:0031564	GO:0031554;GO:0031564	GO:0005515	
1450233	1450233				
946809	946809				
946046	946046	GO:0003747;GO:0004045;GO:0005737;GO:0006415;GO:0006417;GO:0016787;GO:0043022;GO:0072344	GO:0006415;GO:0006417;GO:0072344	GO:0003747;GO:0004045;GO:0016787;GO:0043022	GO:0005737
946782	946782	GO:0005515;GO:0007155;GO:0009279;GO:0010810;GO:0036460;GO:0042802;GO:1990169	GO:0007155;GO:0010810;GO:0036460;GO:1990169	GO:0005515;GO:0042802	GO:0009279
944892	944892	GO:0005886;GO:0006508;GO:0008233;GO:0008234;GO:0016787	GO:0006508	GO:0008233;GO:0008234;GO:0016787	GO:0005886
949116	949116	GO:0000166;GO:0002161;GO:0004812;GO:0004827;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006412;GO:0006418;GO:0006433;GO:0016874;GO:0043906;GO:0106074	GO:0006412;GO:0006418;GO:0006433;GO:0106074	GO:0000166;GO:0002161;GO:0004812;GO:0004827;GO:0005515;GO:0005524;GO:0016874;GO:0043906	GO:0005737;GO:0005829
949112	949112	GO:0000049;GO:0003723;GO:0008033;GO:0008168;GO:0016740;GO:0030488;GO:0032259;GO:0089715	GO:0008033;GO:0030488;GO:0032259	GO:0000049;GO:0003723;GO:0008168;GO:0016740;GO:0089715	
949113	949113	GO:0005515;GO:0007165;GO:0009279;GO:0030288;GO:0031241;GO:0035556;GO:0036460;GO:0070299;GO:0106234	GO:0007165;GO:0035556;GO:0036460;GO:0070299	GO:0005515	GO:0009279;GO:0030288;GO:0031241;GO:0106234
944893	944893	GO:0005515;GO:0005886;GO:0006865;GO:0015821;GO:0016020;GO:0030288;GO:0048473;GO:0055052;GO:1903692;GO:1990197	GO:0006865;GO:0015821;GO:0048473;GO:1903692	GO:0005515	GO:0005886;GO:0016020;GO:0030288;GO:0055052;GO:1990197
944894	944894	GO:0005515;GO:0005886;GO:0006865;GO:0015191;GO:0015821;GO:0016020;GO:0033232;GO:0048473;GO:0055052;GO:0055085;GO:1902475;GO:1903692;GO:1990197	GO:0006865;GO:0015821;GO:0048473;GO:0055085;GO:1902475;GO:1903692	GO:0005515;GO:0015191;GO:0033232	GO:0005886;GO:0016020;GO:0055052;GO:1990197
944896	944896	GO:0000166;GO:0003824;GO:0005515;GO:0005524;GO:0005886;GO:0006865;GO:0009276;GO:0015191;GO:0016020;GO:0016887;GO:0033232;GO:0042626;GO:0048473;GO:0055052;GO:1902475;GO:1903692;GO:1990197	GO:0006865;GO:0048473;GO:1902475;GO:1903692	GO:0000166;GO:0003824;GO:0005515;GO:0005524;GO:0015191;GO:0016887;GO:0033232;GO:0042626	GO:0005886;GO:0009276;GO:0016020;GO:0055052;GO:1990197
944879	944879	GO:0000287;GO:0005737;GO:0005829;GO:0005975;GO:0008270;GO:0009103;GO:0009244;GO:0016787;GO:0016791;GO:0034200;GO:0046872;GO:0097171	GO:0005975;GO:0009103;GO:0009244;GO:0097171	GO:0000287;GO:0008270;GO:0016787;GO:0016791;GO:0034200;GO:0046872	GO:0005737;GO:0005829
944897	944897				
944884	944884				
944890	944890				
944900	944900				
944898	944898				
944880	944880				
944901	944901	GO:0005737;GO:0008106;GO:0016491;GO:0016616;GO:0047681;GO:0051596;GO:1990002	GO:0051596	GO:0008106;GO:0016491;GO:0016616;GO:0047681;GO:1990002	GO:0005737
947507	947507	GO:0000976;GO:0003677;GO:0003700;GO:0006355;GO:0010212	GO:0006355;GO:0010212	GO:0000976;GO:0003677;GO:0003700	
946286	946286	GO:0003824;GO:0005737		GO:0003824	GO:0005737
946197	946197	GO:0008168;GO:0008757		GO:0008168;GO:0008757	
945694	945694	GO:0000270;GO:0005886;GO:0008932;GO:0008933;GO:0016020;GO:0016829;GO:0071555	GO:0000270;GO:0071555	GO:0008932;GO:0008933;GO:0016829	GO:0005886;GO:0016020
